text,label
Monthly subscription Jio 3032,software
Freelancer payment Zoom 2471,contractors
Uber to client office ₹39865,travel
Purchased equipment: office chair 192320 on 2025-11-18,equipment
Bought mouse for 10054 rupees from Swiggy,office supplies
Renewal: domain Amazon payment 2089,cloud hosting
Instagram ads charged 1456 for promotion on 2025-11-18,marketing
Ordered printer ink from Airtel costing 14155,office supplies
Bought monitor for 14808 rupees from Airtel,office supplies
Freelancer payment Zoom 175193,contractors
Paid Rs 9867 for Uber hosting,cloud hosting
Uber to client office 45235,travel
Bought pens for 9284 rupees from Ola,office supplies
Paid ₹5977 for Google hosting on 2025-11-18,cloud hosting
Paid Rs 38941 for GoDaddy hosting,cloud hosting
Bought monitor for ₹7642 rupees from Uber,office supplies
Subscription renewal Ola amount 12345 on 2025-11-18,software
Ola cab fare 9302 for commute,travel
Uber to client office 11707,travel
Paid 38125 for Adobe hosting,cloud hosting
Instagram ads charged ₹6418 for promotion,marketing
Electricity bill payment ₹3498,utilities
Uber to client office ₹50786,travel
Uber to client office 33984,travel
Flight ticket to conference 24866,travel
Renewal: domain Microsoft payment ₹717,cloud hosting
Flight ticket to conference 12362,travel
Instagram ads charged 7292 for promotion,marketing
Electricity bill payment 7859,utilities
Flight ticket to conference ₹19772,travel
Subscription renewal HP amount 1867,software
Consultant invoice paid 43998,contractors
Bought laptop for team ₹46581 from Uber,equipment
Ordered pens from Flipkart costing 13090,office supplies
Instagram ads charged ₹10890 for promotion,marketing
Ola cab fare ₹12197 for commute,travel
Paid 10301 for Dell hosting,cloud hosting
Purchased equipment: monitor 36191,equipment
Purchased equipment: keyboard 131499 on 2025-11-18,equipment
Paid 6651 for Facebook ads campaign,marketing
Electricity bill payment ₹8850,utilities
Bought laptop for 3018 rupees from Uber,office supplies
Bought laptop for Rs 12415 rupees from Google,office supplies
Purchased equipment: office chair ₹65373 on 2025-11-18,equipment
Consultant invoice paid ₹112597,contractors
Purchased equipment: pens ₹120555,equipment
Bought laptop for team 131876 from Swiggy,equipment
Consultant invoice paid ₹43174,contractors
Consultant invoice paid 4037,contractors
Ordered keyboard from Ola costing 4337,office supplies
Internet broadband recharge Zoom 12895,utilities
Freelancer payment Flipkart 112166,contractors
Paid 11692 for Facebook ads campaign,marketing
